task_a,task_b,pair,text_cosine_distance,behavior_cosine_distance,text_distance_percentile,behavior_distance_percentile,text_close_behavior_far,behavior_close_text_far
associative recognition,exp3,associative recognition <-> exp3,0.8095213874418324,0.5423990437722956,0.9651162790697675,0.9968287526427061,0.031712473572938604,-0.031712473572938604
Columbia Card Task (CCT),Verbal Digit/Letter WM,Columbia Card Task (CCT) <-> Verbal Digit/Letter WM,0.6678362885294709,0.262085181134451,0.7621564482029598,0.7928118393234672,0.030655391120507414,-0.030655391120507414
Two-Step Task (Daw),exp7,Two-Step Task (Daw) <-> exp7,0.5640485773581863,0.19227364589820672,0.4154334038054968,0.4450317124735729,0.029598308668076112,-0.029598308668076112
Fixed-Set Intertemporal Choice,two-step task,Fixed-Set Intertemporal... <-> two-step task,0.6215755735405903,0.2295037674137168,0.6236786469344608,0.6522198731501057,0.02854122621564481,-0.02854122621564481
Columbia Card Task (CCT),balloon analogue risk task,Columbia Card Task (CCT) <-> balloon analogue risk t...,0.6759389118334838,0.2700908040601975,0.781183932346723,0.8097251585623678,0.02854122621564481,-0.02854122621564481
associative recognition,gambling task,associative recognition <-> gambling task,0.7780219874175477,0.47388041285523874,0.9344608879492601,0.9619450317124736,0.02748414376321351,-0.02748414376321351
Route Learning / Decision-Point Navigation,Two-Armed Bandit,Route Learning / Decisi... <-> Two-Armed Bandit,0.5961531806924166,0.21570607783024842,0.5454545454545454,0.5708245243128964,0.025369978858351017,-0.025369978858351017
Verbal Digit/Letter WM,exp0,Verbal Digit/Letter WM <-> exp0,0.656857617872663,0.2541353569725209,0.7315010570824524,0.7558139534883721,0.024312896405919715,-0.024312896405919715
associative recognition,columbia card task,associative recognition <-> columbia card task,0.815143001364822,0.5232196484976148,0.9682875264270613,0.9904862579281184,0.022198731501057112,-0.022198731501057112
Columbia Card Task (CCT),recent probes task,Columbia Card Task (CCT) <-> recent probes task,0.7267773175831802,0.3559216667374816,0.8837209302325582,0.9059196617336153,0.022198731501057112,-0.022198731501057112
digit span,two-armed bandit task,digit span <-> two-armed bandit task,0.5393134425985746,0.17448831480965266,0.3181818181818182,0.3403805496828753,0.022198731501057112,-0.022198731501057112
Go/No-Go (withhold),multi-step sequential decision task,Go/No-Go (withhold) <-> multi-step sequential d...,0.5653969127495997,0.1913809741905106,0.41966173361522197,0.4418604651162791,0.022198731501057112,-0.022198731501057112
exp7,gambling task,exp7 <-> gambling task,0.6635885299281064,0.25763077169349136,0.7515856236786469,0.7716701902748414,0.02008456659619451,-0.02008456659619451
Fixed-Set Intertemporal Choice,gambling task,Fixed-Set Intertemporal... <-> gambling task,0.46630999561997066,0.14067327110571937,0.13742071881606766,0.15644820295983086,0.019027484143763207,-0.019027484143763207
Associative Recognition (Intact vs Rearranged),gambling task,Associative Recognition... <-> gambling task,0.7934889360817841,0.47652021608377737,0.9492600422832981,0.9682875264270613,0.019027484143763207,-0.019027484143763207
Columbia Card Task (CCT),associative recognition,Columbia Card Task (CCT) <-> associative recognition,0.8190167856198097,0.5256744814096066,0.9735729386892178,0.9915433403805497,0.017970401691331905,-0.017970401691331905
associative recognition,iowa gambling task,associative recognition <-> iowa gambling task,0.7988283216078799,0.47890361726323494,0.9545454545454546,0.9714587737843552,0.016913319238900604,-0.016913319238900604
exp7,two-step task,exp7 <-> two-step task,0.5621509072469288,0.18783407862286772,0.40380549682875266,0.42071881606765327,0.016913319238900604,-0.016913319238900604
columbia card task,exp7,columbia card task <-> exp7,0.6357210850414681,0.2353814559068349,0.6617336152219874,0.678646934460888,0.016913319238900604,-0.016913319238900604
Two-Step Task (Daw),go/no-go,Two-Step Task (Daw) <-> go/no-go,0.6062361078934896,0.2191501512609264,0.5761099365750528,0.5919661733615222,0.015856236786469413,-0.015856236786469413
Iowa Gambling Task (IGT),associative recognition,Iowa Gambling Task (IGT) <-> associative recognition,0.8026291891669181,0.479950020809248,0.9587737843551797,0.9746300211416491,0.015856236786469413,-0.015856236786469413
Go/No-Go (withhold),intertemporal choice,Go/No-Go (withhold) <-> intertemporal choice,0.5321835145892888,0.16964150258349453,0.28964059196617337,0.3054968287526427,0.015856236786469358,-0.015856236786469358
digit span,weather prediction task,digit span <-> weather prediction task,0.5130113816083061,0.15855378066657422,0.23361522198731502,0.24841437632135308,0.014799154334038056,-0.014799154334038056
choice task,exp4,choice task <-> exp4,0.44413775215799733,0.13660035944177418,0.11416490486257928,0.12896405919661733,0.014799154334038042,-0.014799154334038042
Multi-Step Sequential RL (3+ states),two-step task,Multi-Step Sequential R... <-> two-step task,0.48894054354225347,0.1484621894618826,0.17864693446088795,0.19238900634249473,0.013742071881606782,-0.013742071881606782
Weather Prediction Task (Cards),digit span,Weather Prediction Task... <-> digit span,0.5135612538545781,0.1592745806332284,0.23678646934460887,0.24947145877378435,0.01268498942917548,-0.01268498942917548
choice task,intertemporal choice,choice task <-> intertemporal choice,0.015474358193510618,0.005493903146370549,0.012684989429175475,0.02536997885835095,0.012684989429175475,-0.012684989429175475
Associative Recognition (Intact vs Rearranged),Iowa Gambling Task (IGT),Associative Recognition... <-> Iowa Gambling Task (IGT),0.8130678255709092,0.4810150575660873,0.9661733615221987,0.9778012684989429,0.011627906976744207,-0.011627906976744207
Contextual Bandit,Multi-Step Sequential RL (3+ states),Contextual Bandit <-> Multi-Step Sequential R...,0.36086075976263643,0.12360254096471346,0.07188160676532769,0.08350951374207188,0.011627906976744193,-0.011627906976744193
exp3,exp5,exp3 <-> exp5,0.7236624366489172,0.3180342121588452,0.8805496828752643,0.8911205073995772,0.010570824524312905,-0.010570824524312905
Iowa Gambling Task (IGT),choice task,Iowa Gambling Task (IGT) <-> choice task,0.4728420994354041,0.14167569489054144,0.14904862579281183,0.15961945031712474,0.010570824524312905,-0.010570824524312905
Two-Step Task (Daw),multi-step sequential decision task,Two-Step Task (Daw) <-> multi-step sequential d...,0.48832299529912804,0.14741120089005477,0.17547568710359407,0.18604651162790697,0.010570824524312905,-0.010570824524312905
Fixed-Set Intertemporal Choice,choice task,Fixed-Set Intertemporal... <-> choice task,0.020706843652362528,0.006845079090102901,0.016913319238900635,0.026427061310782242,0.009513742071881607,-0.009513742071881607
Multi-Step Sequential RL (3+ states),contextual bandit task,Multi-Step Sequential R... <-> contextual bandit task,0.356289486290841,0.12193917997837711,0.06976744186046512,0.07928118393234672,0.009513742071881603,-0.009513742071881603
exp,exp5,exp <-> exp5,0.18597179954508836,0.09532574644623382,0.03171247357293869,0.040169133192389,0.008456659619450316,-0.008456659619450316
choice task,iowa gambling task,choice task <-> iowa gambling task,0.4780137593269267,0.14265890302251472,0.15750528541226216,0.16596194503171247,0.008456659619450302,-0.008456659619450302
Associative Recognition (Intact vs Rearranged),iowa gambling task,Associative Recognition... <-> iowa gambling task,0.8135852899281552,0.4807937188307032,0.96723044397463,0.9756871035940803,0.008456659619450302,-0.008456659619450302
digit span,n-back,digit span <-> n-back,0.4137262252565568,0.12727251794550798,0.08985200845665962,0.09725158562367865,0.007399577167019028,-0.007399577167019028
Go/No-Go (withhold),n-back,Go/No-Go (withhold) <-> n-back,0.4563352876965594,0.1366407053232983,0.12367864693446089,0.13002114164904863,0.00634249471458774,-0.00634249471458774
Weather Prediction Task (Cards),weather prediction task,Weather Prediction Task... <-> weather prediction task,0.0034277115502902022,0.00194643515735049,0.0021141649048625794,0.008456659619450317,0.0063424947145877385,-0.0063424947145877385
Go/No-Go (withhold),go/no-go,Go/No-Go (withhold) <-> go/no-go,0.0073085031997051075,0.002303615984479146,0.006342494714587738,0.012684989429175475,0.006342494714587738,-0.006342494714587738
Go/No-Go (withhold),go/no-go task,Go/No-Go (withhold) <-> go/no-go task,0.010405597867598537,0.002455286353082342,0.008456659619450317,0.014799154334038054,0.006342494714587737,-0.006342494714587737
exp2,exp3,exp2 <-> exp3,0.03437872476186876,0.013023393306627495,0.023255813953488372,0.02854122621564482,0.005285412262156449,-0.005285412262156449
Columbia Card Task (CCT),columbia card task,Columbia Card Task (CCT) <-> columbia card task,0.011727567687689677,0.002629174647162058,0.010570824524312896,0.015856236786469344,0.005285412262156447,-0.005285412262156447
Route Learning / Decision-Point Navigation,exp7,Route Learning / Decisi... <-> exp7,0.04355764729668565,0.031989078203778165,0.026427061310782242,0.0306553911205074,0.004228329809725158,-0.004228329809725158
contextual bandit task,two-armed bandit task,contextual bandit task <-> two-armed bandit task,0.18681019509852537,0.08952523077881303,0.03276955602536998,0.03699788583509514,0.004228329809725158,-0.004228329809725158
exp7,route learning,exp7 <-> route learning,0.04168915652753358,0.030680943471759647,0.02536997885835095,0.02959830866807611,0.004228329809725158,-0.004228329809725158
Contextual Bandit,two-armed bandit task,Contextual Bandit <-> two-armed bandit task,0.20386449559942177,0.09071656743793555,0.03488372093023256,0.039112050739957716,0.004228329809725158,-0.004228329809725158
Two-Step Task (Daw),two-step task,Two-Step Task (Daw) <-> two-step task,0.011692028970219592,0.0023512634273442634,0.009513742071881607,0.013742071881606765,0.004228329809725158,-0.004228329809725158
Go/No-Go (withhold),Multi-Step Sequential RL (3+ states),Go/No-Go (withhold) <-> Multi-Step Sequential R...,0.5782261179192812,0.198551099820524,0.4682875264270613,0.4714587737843552,0.003171247357293905,-0.003171247357293905
Iowa Gambling Task (IGT),exp7,Iowa Gambling Task (IGT) <-> exp7,0.6706841119029441,0.25798709636143213,0.7727272727272727,0.7748414376321353,0.0021141649048626032,-0.0021141649048626032
Associative Recognition (Intact vs Rearranged),associative recognition,Associative Recognition... <-> associative recognition,0.024091919866435885,0.004103847023574803,0.0200845665961945,0.022198731501057084,0.0021141649048625824,-0.0021141649048625824
Four-Armed Bandit,exp,Four-Armed Bandit <-> exp,0.030419824502954662,0.004137041030777278,0.021141649048625793,0.023255813953488372,0.002114164904862579,-0.002114164904862579
go/no-go,go/no-go task,go/no-go <-> go/no-go task,0.00307755214773775,0.0003041102333337653,0.0010570824524312897,0.003171247357293869,0.002114164904862579,-0.002114164904862579
Multi-Step Sequential RL (3+ states),multi-step sequential decision task,Multi-Step Sequential R... <-> multi-step sequential d...,0.020590151656088018,0.00304596951488989,0.015856236786469344,0.017970401691331923,0.002114164904862579,-0.002114164904862579
Contextual Bandit,exp,Contextual Bandit <-> exp,0.24065241794009806,0.0986837905685447,0.04439746300211417,0.046511627906976744,0.0021141649048625755,-0.0021141649048625755
Verbal Digit/Letter WM,exp,Verbal Digit/Letter WM <-> exp,0.5346458960210991,0.16826828170433883,0.2949260042283298,0.29704016913319237,0.0021141649048625477,-0.0021141649048625477
balloon analogue risk task,exp2,balloon analogue risk t... <-> exp2,0.7418003112269451,0.34507612400205956,0.8985200845665962,0.8995771670190275,0.0010570824524313016,-0.0010570824524313016
Unidimensional Threshold Rule,exp1,Unidimensional Threshol... <-> exp1,0.020792606645947398,0.003985730104501428,0.017970401691331923,0.019027484143763214,0.0010570824524312912,-0.0010570824524312912
Four-Armed Bandit,four-armed bandit task,Four-Armed Bandit <-> four-armed bandit task,0.0044459300116643785,0.0004351403649306418,0.003171247357293869,0.004228329809725159,0.00105708245243129,-0.00105708245243129
balloon analogue risk task,exp3,balloon analogue risk t... <-> exp3,0.7498574105233385,0.3624329119458978,0.9080338266384778,0.9080338266384778,0.0,0.0
contextual bandit task,exp,contextual bandit task <-> exp,0.2277602254873199,0.09687131669841387,0.04334038054968287,0.04334038054968287,0.0,0.0
Contextual Bandit,multi-step sequential decision task,Contextual Bandit <-> multi-step sequential d...,0.37071715665902993,0.12168752561224394,0.07716701902748414,0.07716701902748414,0.0,0.0
Verbal Digit/Letter WM,digit span,Verbal Digit/Letter WM <-> digit span,0.0446934644130228,0.007935764572135295,0.02748414376321353,0.02748414376321353,0.0,0.0
Two-Armed Bandit,two-armed bandit task,Two-Armed Bandit <-> two-armed bandit task,0.0064921638792503344,0.00043843022312506363,0.005285412262156448,0.005285412262156448,0.0,0.0
Route Learning / Decision-Point Navigation,go/no-go task,Route Learning / Decisi... <-> go/no-go task,0.5875871789208406,0.20594174339748017,0.5179704016913319,0.5179704016913319,0.0,0.0
Two-Armed Bandit,contextual bandit task,Two-Armed Bandit <-> contextual bandit task,0.20356547239497225,0.08850119160047709,0.03382663847780127,0.03276955602536998,-0.0010570824524312877,0.0010570824524312877
gambling task,two-armed bandit task,gambling task <-> two-armed bandit task,0.42832157247736813,0.12821223319028252,0.10253699788583509,0.1014799154334038,-0.0010570824524312877,0.0010570824524312877
exp7,go/no-go task,exp7 <-> go/no-go task,0.5816394790887635,0.20024108672884733,0.48414376321353064,0.4820295983086681,-0.0021141649048625477,0.0021141649048625477
multi-step sequential decision task,two-step task,multi-step sequential d... <-> two-step task,0.48961107951446126,0.14494903578930285,0.17970401691331925,0.17758985200845667,-0.0021141649048625755,0.0021141649048625755
Contextual Bandit,contextual bandit task,Contextual Bandit <-> contextual bandit task,0.0061419609399897546,0.0002873989823565237,0.004228329809725159,0.0021141649048625794,-0.0021141649048625794,0.0021141649048625794
contextual bandit task,multi-step sequential decision task,contextual bandit task <-> multi-step sequential d...,0.3636168889481599,0.11963725707729311,0.07399577167019028,0.07188160676532769,-0.0021141649048625893,0.0021141649048625893
Verbal Digit/Letter WM,n-back,Verbal Digit/Letter WM <-> n-back,0.41275541665625304,0.12466482061880235,0.08879492600422834,0.08668076109936575,-0.0021141649048625893,0.0021141649048625893
exp1,intertemporal choice,exp1 <-> intertemporal choice,0.6290482927077817,0.22739109182644912,0.642706131078224,0.6395348837209303,-0.003171247357293794,0.003171247357293794
Balloon Analogue Risk Task (BART),Two-Armed Bandit,Balloon Analogue Risk T... <-> Two-Armed Bandit,0.5909866294896313,0.2083008817912695,0.5264270613107822,0.5232558139534884,-0.003171247357293794,0.003171247357293794
